,性別,父牛,母の父,母の祖父,母の祖祖父,日令,体重,価格,年月日
347,去勢,福増,安茂勝,美津福,平茂勝,299,271,682000,2022-04-07
348,去勢,福増,安茂勝,福谷福,平茂勝,260,317,763400,2022-04-07
349,去勢,福増,幸紀雄,安福久,勝忠平,270,291,776600,2022-04-07
350,去勢,福増,若百合,安福久,平茂晴,285,396,1062600,2022-04-07
351,去勢,福増,忠富士,安平,祖母錦,295,333,804100,2022-04-07
352,雌,福増,芳之国,安福久,安平照,278,239,533500,2022-04-07
353,雌,福之姫,安福久,華春福,隆之国,304,286,790900,2022-04-07
354,去勢,福之姫,安福久,勝忠平,安平,295,371,825000,2022-04-07
355,雌,福之姫,安福久,勝忠平,金幸,293,279,754600,2022-04-07
356,雌,福之姫,安福久,勝忠平,美津照,297,300,864600,2022-04-07
357,去勢,福之姫,安福久,勝忠平,平茂勝,293,330,1104400,2022-04-07
358,去勢,福之姫,安福久,第１花国,平茂勝,290,306,903100,2022-04-07
359,雌,福之姫,安福久,百合茂,安福１６５の９,293,340,1032900,2022-04-07
360,去勢,福之姫,安福久,平茂勝,安平,300,357,935000,2022-04-07
361,雌,福之姫,安福久,平茂勝,安平,285,298,1073600,2022-04-07
362,去勢,福之姫,安福久,隆之国,安平,256,265,729300,2022-04-07
363,雌,福之姫,安福勝,茂勝栄,鶴長,271,284,711700,2022-04-07
364,去勢,福之姫,安平,福桜（宮）,糸秀,266,286,722700,2022-04-07
365,去勢,福之姫,安茂勝,第５隼福,谷福土井,302,318,844800,2022-04-07
366,去勢,福之姫,安茂晴,平茂勝,安平,288,331,752400,2022-04-07
367,去勢,福之姫,華春福,安福久,百合茂,274,303,837100,2022-04-07
368,雌,福之姫,華春福,勝忠平,平茂勝,261,320,744700,2022-04-07
369,去勢,福之姫,喜亀忠,安福久,勝忠平,295,348,1094500,2022-04-07
370,雌,福之姫,金幸,安平,福茂,270,235,575300,2022-04-07
371,去勢,福之姫,金太郎３,隆之国,安福久,297,287,772200,2022-04-07
372,雌,福之姫,光平照,平茂幸,谷川,291,233,583000,2022-04-07
373,雌,福之姫,幸紀雄,安福久,平茂勝,286,282,701800,2022-04-07
374,去勢,福之姫,幸紀雄,安福久,隆之国,267,320,970200,2022-04-07
375,雌,福之姫,幸紀雄,隆之国,安福久,293,297,739200,2022-04-07
376,去勢,福之姫,幸紀雄,隆之国,勝忠平,280,283,625900,2022-04-07
377,去勢,福之姫,幸紀雄,隆之国,平茂勝,276,321,881100,2022-04-07
378,雌,福之姫,勝忠平,安福久,百合茂,282,290,748000,2022-04-07
379,去勢,福之姫,勝忠平,安福久,平茂勝,290,365,1056000,2022-04-07
380,去勢,福之姫,勝忠平,安福久,平茂勝,289,378,1091200,2022-04-07
381,去勢,福之姫,勝忠平,安福久,平茂勝,278,331,1158300,2022-04-07
382,去勢,福之姫,勝忠平,安平,隆美,282,350,924000,2022-04-07
383,去勢,福之姫,勝忠平,紋次郎,平茂勝,277,268,662200,2022-04-07
384,去勢,福之姫,勝平正,上茂福,福桜（宮）,272,306,770000,2022-04-07
385,雌,福之姫,第１花国,安平,隆桜,296,333,662200,2022-04-07
386,雌,福之姫,忠富士,安平,糸秀,293,305,677600,2022-04-07
387,雌,福之姫,直太郎,平茂勝,福桜（宮）,292,335,733700,2022-04-07
388,去勢,福之姫,白鵬８５の３,安福久,福之国,292,307,914100,2022-04-07
389,去勢,福之姫,美国桜,百合白清２,安福久,305,346,1092300,2022-04-07
390,去勢,福之姫,美国桜,百合茂,安福久,252,400,1100000,2022-04-07
391,去勢,福之姫,美津照重,安福久,勝忠平,280,267,843700,2022-04-07
392,去勢,福之姫,美津照重,安茂勝,福栄,267,328,884400,2022-04-07
393,雌,福之姫,美津照重,美国桜,勝忠平,319,315,783200,2022-04-07
394,去勢,福之姫,美津照重,百合茂,美津福,299,313,913000,2022-04-07
395,雌,福之姫,美津照重,隆之国,茂重安福（岐）,306,289,709500,2022-04-07
396,去勢,福之姫,百合白清２,安福久,平茂勝,249,282,848100,2022-04-07
397,去勢,福之姫,百合白清２,安福久,平茂勝,278,299,891000,2022-04-07
398,雌,福之姫,百合福久,安福久,安平照,297,349,880000,2022-04-07
399,雌,福之姫,百合茂,安福久,勝忠平,300,311,807400,2022-04-07
400,雌,福之姫,百合茂,安福久,平茂勝,297,277,803000,2022-04-07
401,去勢,福之姫,百合茂,安福久,平茂勝,280,340,864600,2022-04-07
402,雌,福之姫,百合茂,福栄,北国７の８,294,319,713900,2022-04-07
403,去勢,福之姫,百合茂,福之国,上福,256,313,880000,2022-04-07
404,雌,福之姫,百合茂,平茂晴,福栄,288,296,666600,2022-04-07
405,雌,福之姫,百合茂,平茂晴,福栄,288,332,697400,2022-04-07
406,去勢,福之姫,福華１,勝平正,安平,286,335,872300,2022-04-07
407,去勢,福之姫,茂洋,安福久,平茂勝,267,342,1037300,2022-04-07
408,去勢,福之姫,隆之国,安福久,百合茂,252,296,902000,2022-04-07
409,去勢,福之姫,隆之国,勝忠平,安糸福,279,312,871200,2022-04-07
410,雌,福之姫,隆之国,百合茂,安福久,283,284,717200,2022-04-07
411,雌,福之姫,諒太郎,美国桜,平茂勝,296,346,881100,2022-04-07
412,雌,平茂幸,茂勝栄,第５隼福,隆桜,262,323,612700,2022-04-07
413,去勢,平茂勝,第１花国,安平,隆桜,260,300,664400,2022-04-07
414,雌,芳之国,金太郎３,安福久,百合茂,282,309,727100,2022-04-07
415,雌,芳之国,諒太郎,金幸福,平茂勝,298,296,690800,2022-04-07
416,去勢,豊奨菊,安福久,勝忠平,安平,287,317,924000,2022-04-07
417,去勢,豊奨菊,安福久,百合茂,神高福,287,284,719400,2022-04-07
418,雌,豊奨菊,安平,上福,福桜（宮）,294,246,477400,2022-04-07
419,雌,豊奨菊,勝忠平,金幸,神高福,271,266,627000,2022-04-07
420,雌,豊奨菊,美津照重,平茂勝,安福（岐）,291,276,666600,2022-04-07
421,雌,満天白清,耕富士,秀菊安,美穂国,288,276,717200,2022-04-07
422,雌,満天白清,耕富士,美穂国,安平,271,293,753500,2022-04-07
423,雌,茂久桜,美国桜,百合茂,福栄,279,275,683100,2022-04-07
424,雌,茂勝朗,安福久,第１花国,安平,268,303,744700,2022-04-07
425,去勢,茂勝朗,忠久勝,第１花国,安平,288,343,776600,2022-04-07
426,雌,茂勝朗,平茂晴,安福久,勝忠平,277,264,673200,2022-04-07
427,雌,茂勝朗,茂久桜,勝忠平,金幸,305,240,627000,2022-04-07
428,去勢,茂晴花,安糸福,平茂勝,隆桜,276,349,766700,2022-04-07
429,去勢,茂晴花,安茂勝,百合茂,北国７の８,288,292,671000,2022-04-07
430,去勢,茂晴花,勝平正,日向国,安平,289,310,773300,2022-04-07
431,去勢,茂晴花,百合白清２,安福久,福之国,283,343,931700,2022-04-07
432,去勢,茂晴花,百合白清２,美国桜,安平,282,297,836000,2022-04-07
433,去勢,茂晴花,百合茂,安福久,勝忠平,306,326,882200,2022-04-07
434,去勢,茂晴花,百合茂,安福久,平茂勝,274,303,886600,2022-04-07
435,雌,茂晴花,百合茂,安福久,茂重波,272,298,715000,2022-04-07
436,去勢,茂晴花,百合茂,紋次郎,第２０平茂,291,317,671000,2022-04-07
437,雌,茂晴花,舞菊福,室太郎,平茂晴,300,258,522500,2022-04-07
438,雌,茂晴花,満天白清,秀正実,勝平正,253,227,570900,2022-04-07
439,去勢,茂晴花,紋次郎,平茂勝,神高福,291,281,570900,2022-04-07
440,去勢,隆安国,華春福,百合茂,神高福,285,355,896500,2022-04-07
441,去勢,隆安国,忠久勝,福華１,安糸福,278,337,883300,2022-04-07
442,去勢,隆安国,美津照重,勝忠平,金幸,278,309,831600,2022-04-07
443,去勢,隆安国,美津照重,平茂勝,安福１６５の９,267,311,847000,2022-04-07
444,去勢,隆之国,安福久,百合茂,平茂勝,272,311,970200,2022-04-07
445,去勢,隆之国,寿恵福,福桜（宮）,糸秀,299,302,702900,2022-04-07
446,去勢,隆之国,百合茂,安福久,平茂勝,298,391,1050500,2022-04-07
447,去勢,隆之国,茂重安福（岐）,勝忠平,糸福（大）,284,233,553300,2022-04-07
448,去勢,諒太郎,安福久,華春福,勝忠平,274,345,997700,2022-04-07
449,去勢,諒太郎,安福久,金幸,神高福,282,288,726000,2022-04-07
450,雌,諒太郎,安福久,勝忠平,神高福,303,318,1346400,2022-04-07
451,去勢,諒太郎,安福久,百合茂,隆桜,295,291,766700,2022-04-07
452,雌,諒太郎,安福久,平茂勝,安平,287,304,826100,2022-04-07
453,雌,諒太郎,安平,糸弘２,第１８明石,309,328,709500,2022-04-07
454,去勢,諒太郎,安平幸,百合茂,藤北景,303,277,587400,2022-04-07
455,去勢,諒太郎,菊福秀,福之国,安平,299,366,772200,2022-04-07
456,雌,諒太郎,幸紀雄,安福久,勝忠平,303,276,717200,2022-04-07
457,雌,諒太郎,幸紀雄,安福久,勝忠平,284,310,785400,2022-04-07
458,雌,諒太郎,幸紀雄,安福久,平茂勝,276,271,732600,2022-04-07
459,雌,諒太郎,幸紀雄,花清国,平茂勝,293,328,770000,2022-04-07
460,雌,諒太郎,幸紀雄,隆之国,安福久,287,317,772200,2022-04-07
461,雌,諒太郎,若百合,勝忠平,神高福,264,297,770000,2022-04-07
462,雌,諒太郎,勝忠平,平茂勝,隆桜,277,328,811800,2022-04-07
463,去勢,諒太郎,美国桜,安福久,平茂勝,281,322,888800,2022-04-07
464,去勢,諒太郎,美国桜,勝忠平,金幸,269,319,880000,2022-04-07
465,去勢,諒太郎,美津照重,百合茂,金幸,271,298,796400,2022-04-07
466,雌,諒太郎,百合茂,安福久,平茂勝,285,310,779900,2022-04-07
467,去勢,諒太郎,百合茂,福鶴土井,松鶴,288,273,623700,2022-04-07
468,雌,諒太郎,百合茂,紋次郎,隆桜,292,302,757900,2022-04-07
469,雌,諒太郎,平茂晴,安福久,勝忠平,279,278,761200,2022-04-07
470,雌,諒太郎,平茂晴,安福久,勝忠平,274,282,818400,2022-04-07
471,雌,諒太郎,平茂晴,平茂勝,安平,301,306,752400,2022-04-07
472,去勢,諒太郎,隆之国,安福久,百合茂,297,370,970200,2022-04-07
473,雌,諒太郎,隆之国,忠茂勝,金幸,272,305,775500,2022-04-07
474,去勢,諒太郎,隆之国,平茂勝,金幸,291,322,830500,2022-04-07
475,去勢,鈴音,美津照重,菊谷,平茂勝,288,321,794200,2022-04-07
476,去勢,愛之国,安福久,忠富士,福之国,316,307,872300,2022-04-08
477,雌,愛之国,安福久,平茂勝,糸福（大）,294,287,696300,2022-04-08
478,去勢,愛之国,安福久,平茂勝,神高福,292,331,988900,2022-04-08
479,去勢,愛之国,義平福,忠富士,福之国,303,355,815100,2022-04-08
480,去勢,愛之国,幸紀雄,平茂晴,安福久,300,343,920700,2022-04-08
481,雌,愛之国,若百合,忠富士,安平,315,367,709500,2022-04-08
482,去勢,愛之国,勝忠平,安平,福茂,256,263,683100,2022-04-08
483,雌,愛之国,勝忠平,上福,糸藤（鹿）,280,304,685300,2022-04-08
484,去勢,愛之国,日向国,上福,福茂,334,335,708400,2022-04-08
485,去勢,愛之国,美津照重,勝忠平,安福久,301,335,880000,2022-04-08
486,去勢,愛之国,美津照重,平茂勝,安平,315,303,752400,2022-04-08
487,雌,愛之国,美穂国,福桜（宮）,平茂勝,337,267,500500,2022-04-08
488,去勢,愛之国,平茂晴,諒太郎,美国桜,301,346,913000,2022-04-08
489,去勢,安亀忠,安福久,金幸,平茂勝,305,335,1051600,2022-04-08
490,雌,安亀忠,安福久,平茂勝,糸晴（佐）,293,258,656700,2022-04-08
491,去勢,安亀忠,勝忠平,安平,隆桜,294,310,748000,2022-04-08
492,去勢,安亀忠,勝忠平,金幸,忠福,262,356,853600,2022-04-08
493,去勢,安亀忠,勝忠平,第１花国,紋次郎,293,323,810700,2022-04-08
494,去勢,安亀忠,直太郎,安福久,金幸,285,332,949300,2022-04-08
495,雌,安亀忠,直太郎,勝忠平,安平照,300,343,691900,2022-04-08
496,去勢,安亀忠,美国桜,勝忠平,安平,277,291,938300,2022-04-08
497,去勢,安亀忠,美津照重,安福久,福桜（宮）,276,252,694100,2022-04-08
498,雌,安亀忠,美穂国,安平,福桜（宮）,283,288,640200,2022-04-08
499,雌,安亀忠,百合茂,安福久,平茂勝,294,300,691900,2022-04-08
500,雌,安亀忠,百合茂,安福久,平茂勝,276,322,722700,2022-04-08
501,雌,安亀忠,百合茂,福栄,平茂勝,287,328,688600,2022-04-08
502,去勢,安亀忠,百合茂,平茂晴,安平照,295,338,827200,2022-04-08
503,去勢,安亀忠,隆之国,忠富士,福桜（宮）,276,360,881100,2022-04-08
504,去勢,安亀忠,隆之国,百合茂,福栄,263,318,904200,2022-04-08
505,去勢,安亀忠,隆之国,平茂勝,紋次郎,299,372,872300,2022-04-08
506,去勢,安福久,華春福,勝忠平,金幸,291,307,765600,2022-04-08
507,去勢,安福久,華春福,勝忠平,神高福,306,313,679800,2022-04-08
508,雌,安福久,耕富士,勝忠平,安平,292,251,1210000,2022-04-08
509,去勢,安福久,美国桜,百合茂,福栄,284,329,735900,2022-04-08
510,去勢,安福久,隆之国,百合茂,安福久,296,312,847000,2022-04-08
511,去勢,夏百合,安糸福,勝忠平,平茂勝,283,271,553300,2022-04-08
512,去勢,夏百合,安福久,勝忠平,金幸,279,322,913000,2022-04-08
513,去勢,夏百合,安福久,百合茂,平茂勝,302,303,738100,2022-04-08
514,去勢,夏百合,安平幸,忠富士,上福,289,316,765600,2022-04-08
515,去勢,夏百合,華春福,安福久,金幸,316,296,697400,2022-04-08
516,雌,夏百合,喜亀忠,安福久,照美,293,258,647900,2022-04-08
517,雌,夏百合,喜亀忠,秀幸福,安福久,311,310,799700,2022-04-08
518,雌,夏百合,幸紀雄,安福久,平茂勝,326,260,650100,2022-04-08
519,雌,夏百合,勝忠平,安福久,第２平茂勝,294,265,770000,2022-04-08
520,去勢,夏百合,勝忠平,紋次郎,糸福（大）,307,297,654500,2022-04-08
521,去勢,夏百合,美国桜,幸紀雄,安福久,309,283,664400,2022-04-08
522,雌,夏百合,美国桜,諒太郎,平茂晴,276,282,800800,2022-04-08
523,去勢,夏百合,美津照重,安福久,平茂勝,277,313,841500,2022-04-08
524,雌,夏百合,北国７の８,安福（岐）,奥高,301,267,512600,2022-04-08
525,去勢,夏百合,本富士,安福久,百合茂,290,320,837100,2022-04-08
526,去勢,華忠良,喜亀忠,華春福,安福久,293,355,962500,2022-04-08
527,去勢,華忠良,喜亀忠,百合茂,第２０平茂,230,248,649000,2022-04-08
528,雌,華忠良,幸紀雄,安福久,金幸,294,293,711700,2022-04-08
529,雌,関平照,愛之国,勝忠平,福桜（宮）,275,297,689700,2022-04-08
530,去勢,関平照,安福久,勝忠平,福之国,281,313,881100,2022-04-08
531,雌,関平照,華春福,安福久,勝次郎,269,273,716100,2022-04-08
532,去勢,関平照,若百合,第１花国,安平,273,307,803000,2022-04-08
533,去勢,関平照,勝早桜５,安福久,平茂勝,282,271,654500,2022-04-08
534,雌,関平照,第１花国,安福久,平茂勝,309,249,701800,2022-04-08
535,去勢,関平照,忠富士,福桜（宮）,安平,262,333,770000,2022-04-08
536,去勢,関平照,直太郎,奥安福,藤平茂,261,324,785400,2022-04-08
537,去勢,関平照,美国桜,安福久,勝忠平,267,317,992200,2022-04-08
538,去勢,関平照,美国桜,勝忠平,平茂晴,306,331,896500,2022-04-08
539,去勢,関平照,百合白清２,隆之国,安福久,266,353,1014200,2022-04-08
540,去勢,関平照,百合茂,安糸福,安平,298,340,830500,2022-04-08
541,去勢,関平照,百合茂,安糸福,安平,292,334,847000,2022-04-08
542,雌,関平照,百合茂,安糸福,平茂勝,282,334,716100,2022-04-08
543,雌,関平照,百合茂,安福久,第１花国,304,315,757900,2022-04-08
544,去勢,関平照,百合茂,安福久,平茂晴,278,351,1049400,2022-04-08
545,雌,関平照,百合茂,安平,隆桜,278,325,674300,2022-04-08
546,雌,関平照,百合茂,福之国,安福（岐）,287,326,737000,2022-04-08
547,去勢,関平照,百合茂,福之国,福桜（宮）,272,304,837100,2022-04-08
548,雌,関平照,平茂晴,百合茂,安福久,289,300,693000,2022-04-08
549,去勢,関平照,平茂晴,平茂勝,安平,270,351,803000,2022-04-08
550,雌,関平照,隆之国,幸紀雄,安福久,286,236,622600,2022-04-08
551,雌,関平照,隆之国,勝忠平,北国７の８,287,263,666600,2022-04-08
552,雌,関平照,隆之国,忠富士,福桜（宮）,285,253,638000,2022-04-08
553,雌,関平照,隆之国,直太郎,安福久,265,317,775500,2022-04-08
554,雌,関平照,隆之国,百合茂,安福久,270,336,782100,2022-04-08
555,雌,喜亀忠,隆之国,安糸福,金幸,313,283,656700,2022-04-08
556,雌,紀多福,安糸福,宏勝,宝勝,298,265,477400,2022-04-08
557,雌,紀多福,安糸福,平茂勝,上福,303,230,473000,2022-04-08
558,雌,紀多福,安福久,安平,糸秀,300,365,849200,2022-04-08
559,去勢,紀多福,安福久,金幸,平茂勝,284,303,889900,2022-04-08
560,去勢,紀多福,安福久,金幸,平茂勝,266,384,1063700,2022-04-08
561,去勢,紀多福,安福久,糸福（鹿）,平茂勝,266,310,905300,2022-04-08
562,雌,紀多福,安福久,勝忠平,安糸福,281,291,685300,2022-04-08
563,去勢,紀多福,安福久,勝忠平,平茂勝,306,297,844800,2022-04-08
564,雌,紀多福,安福久,忠富士,安平,289,358,743600,2022-04-08
565,雌,紀多福,安福久,忠富士,安平,279,302,815100,2022-04-08
566,去勢,紀多福,安福久,忠富士,安平,298,328,1001000,2022-04-08
567,雌,紀多福,安福久,忠富士,福桜（宮）,276,344,941600,2022-04-08
568,雌,紀多福,安福久,平茂勝,安福１６５の９,273,282,789800,2022-04-08
569,去勢,紀多福,安福久,平茂勝,福桜（宮）,276,351,969100,2022-04-08
570,去勢,紀多福,安福久,平茂勝,北国７の８,288,320,980100,2022-04-08
571,去勢,紀多福,安福久,平茂晴,飛騨白清,292,272,886600,2022-04-08
572,去勢,紀多福,安福久,隆之国,勝忠平,279,280,810700,2022-04-08
573,雌,紀多福,華春福,安福久,勝忠平,275,276,671000,2022-04-08
574,雌,紀多福,華春福,安福久,平茂勝,302,302,709500,2022-04-08
575,雌,紀多福,耕富士,安福久,福之国,299,294,695200,2022-04-08
576,去勢,紀多福,勝忠平,金幸,安糸福,260,324,830500,2022-04-08
577,去勢,紀多福,直太郎,安福久,平茂勝,293,335,1029600,2022-04-08
578,去勢,紀多福,美国桜,勝忠平,糸福（大）,293,365,1016400,2022-04-08
579,雌,紀多福,美国桜,百合茂,金幸,311,344,812900,2022-04-08
580,去勢,紀多福,美津照重,安平,隆桜,301,242,489500,2022-04-08
581,雌,紀多福,美津照重,勝忠平,福之国,275,248,662200,2022-04-08
582,去勢,紀多福,百合茂,隆之国,安福久,279,308,845900,2022-04-08
583,雌,紀多福,福之国,安福（岐）,糸福（岐）,296,332,480700,2022-04-08
